name,selling_price in Ph,year,seller_type,owner,km_driven,ex_showroom_price
Yamaha YZF R15 155,397344,2024,Private,Third Owner,17851,561637
Honda PCX160 CBS,411001,2018,Dealer,Third Owner,11995,418105
Honda PCX160 CBS,343419,2019,Marketplace,First Owner,2550,434782
Kawasaki Ninja 300,214315,2022,Private,Third Owner,41796,542870
Suzuki Burgman 125,496717,2023,Marketplace,Third Owner,45148,368335
Honda PCX160 CBS,230971,2018,Dealer,First Owner,14575,334282
Kymco Skytown 150,391198,2017,Dealer,Third Owner,41468,434548
Yamaha Mio Fazzio,219099,2017,Marketplace,First Owner,6289,440929
Honda BeAT Premium ISS/CBS,458123,2024,Private,Second Owner,11038,286761
Honda CRF250L,241092,2023,Marketplace,Third Owner,3880,352895
Yamaha Mio Fazzio,493249,2019,Marketplace,Third Owner,21780,223478
Honda PCX160 CBS,489689,2019,Marketplace,First Owner,14895,497194
Yamaha Sniper 155,106260,2021,Dealer,Third Owner,21689,216059
Kawasaki Ninja 300,122091,2022,Private,Third Owner,8380,96611
Kawasaki Ninja 300,112517,2023,Private,Third Owner,3334,461338
Royal Enfield Shotgun 650,129555,2021,Marketplace,First Owner,41606,288422
Royal Enfield Shotgun 650,489428,2018,Dealer,Third Owner,4527,511403
Kymco Skytown 150,425975,2018,Marketplace,Second Owner,7953,235310
Honda CRF250L,265621,2021,Marketplace,Third Owner,22567,414641
Honda BeAT Premium ISS/CBS,242333,2018,Private,Third Owner,17885,421959
Suzuki Gixxer SF 155,154081,2024,Private,First Owner,1229,253280
Royal Enfield Shotgun 650,81043,2022,Private,Second Owner,33757,294689
Yamaha MT-03,410464,2017,Marketplace,First Owner,24701,429328
Kymco Like S 150,330151,2022,Private,Third Owner,28674,172132
Yamaha YZF R15 155,384723,2022,Marketplace,First Owner,6791,164259
Kymco Skytown 150,469896,2018,Dealer,First Owner,15627,169267
Yamaha Sniper 155,402848,2021,Dealer,Third Owner,23520,310585
Yamaha Sniper 155,118806,2020,Marketplace,Second Owner,42578,495588
Royal Enfield Shotgun 650,245841,2018,Dealer,Third Owner,45642,409069
Honda CRF250L,217525,2024,Dealer,Second Owner,2908,94124
Yamaha Mio Aerox S,454280,2022,Private,First Owner,27808,450017
Yamaha Sniper 155,142851,2020,Private,First Owner,38124,202623
Suzuki Gixxer SF 155,122911,2019,Marketplace,First Owner,4389,331171
Yamaha Sniper 155,488765,2018,Dealer,Second Owner,22906,88012
Yamaha YZF R15 155,362828,2022,Private,Second Owner,21991,104428
Kymco Like S 150,70753,2019,Marketplace,Third Owner,33043,408792
Yamaha Mio Fazzio,252442,2018,Private,Third Owner,20766,366131
Yamaha YZF R15 155,198630,2023,Marketplace,Second Owner,18591,122562
Suzuki Gixxer SF 155,472755,2018,Marketplace,Third Owner,40015,486618
Yamaha MT-03,450688,2024,Dealer,Third Owner,29772,573078
Yamaha YZF R15 155,375807,2021,Dealer,First Owner,15516,496298
Honda PCX160 CBS,201558,2020,Marketplace,Third Owner,40568,334797
Yamaha YZF R15 155,439241,2018,Marketplace,Second Owner,9244,121774
Yamaha Mio Fazzio,359556,2023,Dealer,Third Owner,26376,380139
Honda PCX160 CBS,307684,2021,Dealer,Third Owner,35448,315142
Royal Enfield Shotgun 650,232900,2024,Private,First Owner,23501,483739
Kawasaki Ninja 300,41018,2017,Dealer,Second Owner,39651,62102
Honda BeAT Premium ISS/CBS,338149,2024,Private,Third Owner,40171,401004
Yamaha XMAX,434564,2021,Private,Third Owner,21799,103245
Suzuki Burgman 125,173874,2020,Dealer,First Owner,33300,148937
Honda BeAT Premium ISS/CBS,136741,2023,Private,First Owner,18694,366621
Kymco Skytown 150,387142,2018,Dealer,Third Owner,12178,394245
Yamaha Mio Aerox S,360839,2019,Private,Third Owner,30959,327005
Honda BeAT Premium ISS/CBS,341000,2021,Private,First Owner,4927,293549
Kymco Skytown 150,51918,2020,Dealer,Second Owner,11716,102613
Suzuki Gixxer SF 155,408029,2018,Dealer,Third Owner,20530,293511
Kymco Skytown 150,158533,2019,Private,Third Owner,14962,114361
Suzuki Burgman 125,244849,2017,Private,First Owner,3081,60949
Suzuki Burgman 125,461720,2019,Dealer,First Owner,36453,459446
Honda PCX160 CBS,248392,2021,Private,First Owner,35865,479816
Kawasaki Ninja 300,94602,2024,Dealer,Second Owner,31003,462484
Yamaha Sniper 155,322852,2021,Dealer,First Owner,42715,551132
Suzuki Gixxer SF 155,105909,2024,Dealer,First Owner,16183,489251
Yamaha Sniper 155,62410,2018,Marketplace,First Owner,49309,251199
Royal Enfield Shotgun 650,190497,2019,Dealer,First Owner,32333,168999
Honda BeAT Premium ISS/CBS,248216,2019,Marketplace,Second Owner,39159,126359
Kawasaki Ninja 300,206581,2020,Dealer,Third Owner,49654,559955
Yamaha MT-03,444844,2018,Private,Third Owner,48985,408835
Yamaha YZF R15 155,332644,2017,Dealer,Third Owner,43879,184483
Yamaha Sniper 155,73237,2020,Marketplace,Second Owner,14069,153093
Yamaha XMAX,290064,2018,Marketplace,Second Owner,15041,239245
Yamaha Mio Fazzio,423849,2023,Dealer,Third Owner,28140,464704
Honda PCX160 CBS,441255,2017,Marketplace,Second Owner,9416,498262
Suzuki Gixxer SF 155,243146,2018,Marketplace,Second Owner,22110,179590
Suzuki Burgman 125,202366,2018,Dealer,Third Owner,8412,367100
Kymco Skytown 150,253319,2024,Private,Third Owner,21906,205895
Yamaha MT-03,139882,2022,Marketplace,Third Owner,32350,385629
Honda CRF250L,450228,2017,Marketplace,Second Owner,14034,428517
Kymco Skytown 150,45780,2021,Dealer,First Owner,29619,452670
Suzuki Gixxer SF 155,189554,2020,Private,First Owner,2584,323386
Honda PCX160 CBS,317590,2021,Dealer,Third Owner,48378,521498
Royal Enfield Shotgun 650,64386,2020,Private,Second Owner,1880,390614
Kawasaki Ninja 300,84159,2022,Private,First Owner,9125,389524
Yamaha Mio Fazzio,206564,2021,Private,Third Owner,24682,200209
Honda BeAT Premium ISS/CBS,454368,2018,Dealer,First Owner,18091,320166
Kawasaki Ninja 300,353233,2023,Marketplace,Third Owner,26983,258464
Yamaha Sniper 155,92866,2021,Dealer,Third Owner,2832,495085
Kawasaki Ninja 300,401264,2023,Private,Second Owner,42013,366375
Kymco Like S 150,292945,2024,Private,Third Owner,20317,198160
Suzuki Gixxer SF 155,407116,2020,Dealer,Third Owner,8222,390315
Yamaha YZF R15 155,290853,2017,Dealer,First Owner,20014,205640
Kymco Like S 150,227475,2022,Private,Third Owner,32673,50570
Suzuki Gixxer SF 155,49615,2022,Dealer,First Owner,22243,296080
Kawasaki Ninja 300,267067,2019,Private,First Owner,10506,325954
Honda CRF250L,159117,2018,Marketplace,First Owner,46158,110527
Honda PCX160 CBS,481800,2018,Private,First Owner,28395,390656
Yamaha MT-03,351835,2020,Private,Third Owner,13922,396170
Kawasaki Ninja 300,76202,2019,Marketplace,Third Owner,20434,361941
Kymco Like S 150,406988,2024,Marketplace,First Owner,37995,120210
Yamaha Mio Aerox S,476033,2022,Dealer,First Owner,29900,159470
Suzuki Gixxer SF 155,62237,2023,Marketplace,First Owner,40508,251198
Suzuki Gixxer SF 155,116954,2020,Marketplace,Second Owner,16491,481049
Honda CRF250L,99383,2020,Marketplace,First Owner,14938,290184
Kymco Like S 150,456099,2017,Dealer,Second Owner,3880,507158
Royal Enfield Shotgun 650,248096,2021,Marketplace,First Owner,4431,240469
Yamaha Mio Aerox S,89913,2020,Dealer,Third Owner,43038,191275
Royal Enfield Shotgun 650,473508,2019,Private,First Owner,48212,110294
Yamaha Mio Fazzio,378959,2022,Dealer,First Owner,22886,397893
Kymco Like S 150,401643,2021,Private,First Owner,42800,563603
Honda PCX160 CBS,383714,2023,Marketplace,Third Owner,27805,334331
Kawasaki Ninja 300,316692,2018,Marketplace,Third Owner,45506,495340
Yamaha YZF R15 155,147820,2017,Dealer,Third Owner,39403,217787
Yamaha Mio Aerox S,485407,2018,Marketplace,First Owner,26195,482335
Honda PCX160 CBS,94528,2022,Marketplace,First Owner,37092,287233
Kymco Like S 150,139022,2021,Private,First Owner,9136,518818
Kymco Skytown 150,282763,2021,Private,First Owner,41755,217940
Suzuki Burgman 125,109562,2023,Private,Third Owner,10145,200915
Yamaha MT-03,283803,2021,Marketplace,First Owner,7400,75931
Kymco Skytown 150,261425,2020,Dealer,Third Owner,1068,300154
Yamaha Mio Fazzio,128813,2024,Dealer,First Owner,13195,60957
Yamaha MT-03,325138,2018,Marketplace,Third Owner,39392,176958
Yamaha YZF R15 155,473091,2022,Dealer,Second Owner,37923,232712
Honda PCX160 CBS,123106,2018,Marketplace,Second Owner,5676,223537
Honda PCX160 CBS,206716,2018,Dealer,Second Owner,45252,376472
Kymco Skytown 150,263283,2022,Dealer,Third Owner,36468,279367
Yamaha MT-03,172021,2019,Dealer,Second Owner,8683,132336
Honda BeAT Premium ISS/CBS,155603,2018,Dealer,First Owner,28697,146220
Yamaha Mio Aerox S,98656,2024,Marketplace,First Owner,44514,363873
Yamaha XMAX,261993,2019,Private,Third Owner,2741,335776
Yamaha YZF R15 155,395499,2021,Dealer,Third Owner,36289,570004
Suzuki Gixxer SF 155,260954,2021,Marketplace,Third Owner,34958,414771
Yamaha XMAX,280639,2017,Dealer,Second Owner,37686,405455
Suzuki Gixxer SF 155,152674,2019,Private,First Owner,44524,482859
Suzuki Burgman 125,264837,2020,Dealer,Third Owner,33056,406105
Royal Enfield Shotgun 650,169972,2017,Dealer,First Owner,13742,477304
Kymco Skytown 150,470802,2024,Private,Second Owner,44564,51755
Kymco Like S 150,270938,2017,Marketplace,Third Owner,31437,560672
Yamaha Mio Fazzio,312446,2017,Marketplace,First Owner,25528,429726
Yamaha Mio Aerox S,226955,2021,Dealer,Second Owner,47396,246223
Suzuki Gixxer SF 155,365035,2024,Dealer,First Owner,20007,440636
Honda PCX160 CBS,98091,2023,Dealer,First Owner,23881,348875
Yamaha Mio Aerox S,152284,2017,Dealer,Second Owner,37430,326507
Yamaha Mio Aerox S,473490,2020,Dealer,First Owner,46313,143463
Yamaha Sniper 155,260266,2020,Private,Second Owner,44968,405287
Yamaha MT-03,44211,2021,Private,First Owner,46742,228160
Honda PCX160 CBS,116285,2020,Marketplace,Third Owner,12406,378987
Honda PCX160 CBS,339400,2020,Dealer,First Owner,23834,69305
Honda BeAT Premium ISS/CBS,314326,2018,Marketplace,Second Owner,26099,555191
Yamaha YZF R15 155,447391,2019,Dealer,First Owner,12805,552932
Kymco Like S 150,205960,2017,Dealer,First Owner,43187,164920
Yamaha Sniper 155,320637,2023,Dealer,First Owner,15798,221780
Yamaha Mio Fazzio,401786,2018,Marketplace,First Owner,39734,213748
Kymco Skytown 150,52193,2023,Marketplace,Third Owner,44136,272330
Kawasaki Ninja 300,294507,2024,Private,First Owner,21790,345798
Kawasaki Ninja 300,498335,2020,Private,First Owner,6906,322791
Honda PCX160 CBS,130702,2018,Private,First Owner,25824,256515
Honda PCX160 CBS,187244,2019,Marketplace,First Owner,49549,410756
Yamaha MT-03,174791,2021,Private,Second Owner,28918,50306
Yamaha YZF R15 155,101999,2018,Private,Second Owner,5946,253545
Yamaha XMAX,345896,2018,Marketplace,Second Owner,24728,373706
Yamaha YZF R15 155,137898,2017,Dealer,First Owner,19511,315266
Suzuki Gixxer SF 155,432948,2024,Marketplace,Second Owner,23575,538214
Kymco Skytown 150,282864,2022,Dealer,Second Owner,40656,439492
Yamaha Mio Aerox S,460831,2019,Dealer,Third Owner,49712,136582
Kawasaki Ninja 300,246580,2018,Dealer,First Owner,3714,334963
Honda PCX160 CBS,138698,2023,Marketplace,First Owner,36610,198787
Yamaha MT-03,485456,2018,Private,First Owner,10789,175219
Honda PCX160 CBS,252057,2024,Private,First Owner,10054,382037
Yamaha Mio Fazzio,262832,2020,Private,First Owner,28770,92853
Yamaha XMAX,179287,2023,Dealer,First Owner,3972,364861
Honda CRF250L,485369,2023,Dealer,Third Owner,18667,105110
Honda BeAT Premium ISS/CBS,115843,2021,Marketplace,Third Owner,8109,345892
Honda PCX160 CBS,396551,2021,Dealer,First Owner,14174,176809
Yamaha Mio Fazzio,246932,2017,Private,First Owner,6174,204930
Honda PCX160 CBS,413044,2020,Dealer,Third Owner,46528,566153
Yamaha YZF R15 155,209808,2019,Private,Second Owner,31056,423126
Kawasaki Ninja 300,131715,2023,Private,Second Owner,29581,86056
Yamaha XMAX,188366,2021,Private,Second Owner,14744,533262
Kawasaki Ninja 300,373662,2023,Dealer,First Owner,6368,414264
Royal Enfield Shotgun 650,400159,2024,Dealer,Second Owner,18745,156428
Yamaha YZF R15 155,198368,2019,Private,First Owner,8873,264497
Honda PCX160 CBS,301752,2023,Dealer,Second Owner,43581,329864
Suzuki Gixxer SF 155,220691,2017,Private,Third Owner,9178,328330
Suzuki Burgman 125,403541,2017,Private,Second Owner,46824,218741
Royal Enfield Shotgun 650,230680,2024,Dealer,Third Owner,45033,390606
Yamaha Sniper 155,151905,2020,Private,First Owner,22823,352051
Royal Enfield Shotgun 650,473496,2019,Marketplace,Second Owner,18241,538811
Yamaha MT-03,251414,2020,Marketplace,First Owner,40723,449326
Yamaha XMAX,299773,2020,Private,Second Owner,19102,400638
Yamaha XMAX,329844,2024,Private,Third Owner,29760,62944
Suzuki Burgman 125,386124,2019,Marketplace,Second Owner,6317,154144
Kawasaki Ninja 300,246304,2021,Dealer,First Owner,32302,479594
Honda BeAT Premium ISS/CBS,354910,2019,Marketplace,First Owner,4663,544121
Honda BeAT Premium ISS/CBS,128000,2019,Dealer,Third Owner,18404,143573
Kymco Like S 150,447599,2021,Marketplace,Third Owner,11486,236757
Yamaha Sniper 155,475662,2020,Marketplace,Second Owner,40173,158428
Yamaha Sniper 155,45975,2023,Marketplace,First Owner,47126,458166
Suzuki Gixxer SF 155,272482,2022,Dealer,Second Owner,8229,305667
Kymco Like S 150,387565,2017,Private,First Owner,2571,225397
Suzuki Burgman 125,410504,2017,Marketplace,Third Owner,15833,426736
Honda CRF250L,206268,2024,Dealer,First Owner,41597,233136
Kymco Like S 150,407743,2022,Marketplace,Third Owner,41568,265437
Yamaha MT-03,486596,2017,Private,Third Owner,34613,460147
Yamaha Mio Fazzio,436469,2024,Marketplace,Third Owner,46819,308659
Kymco Like S 150,60738,2018,Dealer,Second Owner,8893,205991
Yamaha Mio Aerox S,49623,2017,Dealer,First Owner,6793,354219
Royal Enfield Shotgun 650,345164,2019,Private,Second Owner,18493,241238
Yamaha Mio Aerox S,131777,2020,Dealer,Third Owner,12698,543833
Suzuki Gixxer SF 155,327986,2023,Marketplace,Second Owner,15358,524656
Yamaha YZF R15 155,314058,2022,Dealer,Third Owner,35669,245918
Yamaha XMAX,471547,2023,Marketplace,Third Owner,25053,298667
Yamaha Mio Fazzio,404792,2023,Marketplace,First Owner,20191,456764
Yamaha Mio Fazzio,111144,2018,Marketplace,First Owner,23901,487040
Royal Enfield Shotgun 650,258651,2023,Dealer,Second Owner,47979,486826
Yamaha Sniper 155,491439,2020,Private,First Owner,8452,313447
Kymco Skytown 150,97344,2021,Dealer,Second Owner,12411,50529
Suzuki Burgman 125,293519,2019,Dealer,Second Owner,19873,134369
Suzuki Burgman 125,445160,2021,Marketplace,Second Owner,40785,92446
Kawasaki Ninja 300,40563,2021,Private,First Owner,19456,142623
Yamaha Mio Fazzio,215960,2021,Marketplace,Second Owner,6774,484269
Suzuki Gixxer SF 155,485467,2020,Private,First Owner,44681,244875
Yamaha Mio Aerox S,144120,2019,Dealer,Second Owner,45081,143952
Honda BeAT Premium ISS/CBS,391201,2024,Marketplace,Second Owner,3643,333451
Suzuki Gixxer SF 155,165946,2023,Dealer,Third Owner,40947,561607
Yamaha Sniper 155,204876,2019,Dealer,First Owner,12173,492597
Honda PCX160 CBS,204653,2024,Marketplace,First Owner,3609,337203
Yamaha Mio Fazzio,214528,2017,Marketplace,Third Owner,14261,132417
Kymco Skytown 150,272211,2021,Private,Third Owner,12788,457462
Yamaha MT-03,299172,2017,Marketplace,Third Owner,33179,170047
Kymco Like S 150,100000,2023,Private,Second Owner,33592,104430
Yamaha Sniper 155,260551,2019,Private,Second Owner,21629,144472
Yamaha Sniper 155,98605,2024,Dealer,Second Owner,24243,291759
Suzuki Gixxer SF 155,62438,2019,Dealer,Second Owner,1027,52133
Honda PCX160 CBS,424794,2022,Private,Second Owner,38030,530561
Suzuki Gixxer SF 155,100661,2019,Marketplace,Third Owner,11151,305319
Honda PCX160 CBS,465149,2019,Dealer,Third Owner,25506,63052
Yamaha MT-03,199171,2023,Private,First Owner,30636,538943
Suzuki Burgman 125,46511,2021,Private,Third Owner,31500,314378
Yamaha YZF R15 155,273556,2023,Marketplace,First Owner,13535,158345
Suzuki Burgman 125,47378,2022,Marketplace,First Owner,46651,130013
Yamaha Mio Aerox S,341084,2021,Marketplace,Second Owner,36505,336644
Yamaha Mio Fazzio,388973,2021,Dealer,Second Owner,14277,413496
Honda CRF250L,295006,2022,Private,First Owner,47601,124329
Yamaha MT-03,425663,2017,Private,Third Owner,44008,283036
Suzuki Gixxer SF 155,113437,2023,Dealer,Third Owner,7455,257429
Suzuki Burgman 125,213291,2018,Dealer,First Owner,47290,566752
Kymco Like S 150,332550,2018,Marketplace,First Owner,37458,231782
Kymco Like S 150,253541,2019,Marketplace,Third Owner,8305,90757
Suzuki Gixxer SF 155,392516,2020,Marketplace,Third Owner,33050,122957
Kymco Skytown 150,217109,2019,Private,First Owner,26178,585426
Suzuki Gixxer SF 155,479765,2019,Private,First Owner,48033,432562
Yamaha MT-03,115873,2021,Dealer,Third Owner,29500,505570
Yamaha Mio Fazzio,136376,2023,Marketplace,First Owner,3650,401878
Honda CRF250L,109675,2017,Private,Third Owner,41396,525354
Kawasaki Ninja 300,166920,2017,Dealer,First Owner,15839,168123
Royal Enfield Shotgun 650,429869,2023,Private,Second Owner,15702,496979
Yamaha MT-03,59978,2018,Private,Third Owner,17502,581833
Yamaha Mio Aerox S,364095,2017,Dealer,First Owner,34974,555773
Yamaha Mio Aerox S,70976,2019,Private,First Owner,49248,203875
Honda PCX160 CBS,255389,2023,Private,Second Owner,37908,471110
Kawasaki Ninja 300,45739,2017,Dealer,Second Owner,2661,278281
Yamaha Mio Aerox S,313491,2019,Marketplace,First Owner,46562,254490
Yamaha Mio Aerox S,296946,2021,Marketplace,Second Owner,6786,524493
Yamaha MT-03,497991,2024,Dealer,Third Owner,31508,572296
Honda BeAT Premium ISS/CBS,261319,2021,Dealer,Second Owner,21896,105268
Yamaha YZF R15 155,214960,2017,Dealer,Second Owner,4680,134577
Kymco Skytown 150,383205,2024,Private,First Owner,34035,324786
Yamaha Mio Fazzio,258453,2022,Marketplace,Third Owner,8146,328851
Yamaha YZF R15 155,87235,2018,Dealer,Third Owner,25024,140175
Suzuki Gixxer SF 155,338266,2021,Marketplace,First Owner,28460,141827
Royal Enfield Shotgun 650,185464,2024,Private,Third Owner,24719,497609
Yamaha Sniper 155,90436,2023,Marketplace,Second Owner,23632,230142
Kawasaki Ninja 300,463523,2020,Marketplace,Second Owner,23216,200375
Kawasaki Ninja 300,495131,2020,Dealer,First Owner,12112,332190
Yamaha Mio Fazzio,241453,2017,Marketplace,Third Owner,5586,585478
Yamaha Mio Fazzio,395170,2024,Dealer,Third Owner,36623,488204
Yamaha Mio Fazzio,281122,2024,Private,Third Owner,26045,254367
Yamaha MT-03,73149,2022,Private,Third Owner,1983,355033
Yamaha YZF R15 155,90915,2022,Private,Second Owner,48875,273932
Honda BeAT Premium ISS/CBS,46621,2019,Marketplace,Second Owner,6136,467968
Yamaha XMAX,343314,2019,Private,Second Owner,44840,522453
Kymco Skytown 150,394376,2024,Private,Second Owner,25861,598936
Suzuki Gixxer SF 155,463322,2022,Dealer,Third Owner,25127,489302
Honda CRF250L,257734,2024,Dealer,Third Owner,16145,468961
Suzuki Burgman 125,80968,2023,Dealer,First Owner,11531,331379
Honda CRF250L,418286,2019,Dealer,First Owner,33361,453576
Kawasaki Ninja 300,265053,2021,Marketplace,First Owner,18050,489248
Honda BeAT Premium ISS/CBS,68573,2024,Dealer,Third Owner,26435,334857
Kawasaki Ninja 300,145736,2019,Marketplace,First Owner,43695,362670
Yamaha MT-03,340828,2017,Marketplace,First Owner,32337,440014
Kymco Like S 150,138005,2020,Marketplace,Second Owner,33932,198636
Yamaha Mio Aerox S,98982,2023,Marketplace,Second Owner,4670,200220
Kymco Like S 150,104904,2022,Private,Second Owner,36935,163817
Yamaha MT-03,467676,2018,Dealer,Second Owner,3937,72115
Suzuki Burgman 125,433714,2021,Private,Second Owner,11759,160503
Suzuki Burgman 125,365090,2021,Marketplace,First Owner,11130,518766
Yamaha Mio Fazzio,175485,2023,Dealer,Second Owner,38784,64003
Honda PCX160 CBS,283268,2021,Dealer,Third Owner,40683,186505
Honda CRF250L,242480,2020,Dealer,First Owner,45341,69664
Suzuki Gixxer SF 155,247464,2018,Dealer,First Owner,31052,471032
Yamaha Mio Fazzio,85563,2021,Private,Third Owner,19928,190652
Honda BeAT Premium ISS/CBS,150633,2020,Marketplace,First Owner,43391,184141
Yamaha XMAX,68586,2024,Dealer,First Owner,7585,72641
Honda BeAT Premium ISS/CBS,70117,2017,Marketplace,Second Owner,33757,564140
Yamaha MT-03,184733,2019,Marketplace,Second Owner,5709,207108
Honda CRF250L,328043,2022,Marketplace,Second Owner,4920,276867
Suzuki Burgman 125,479626,2023,Dealer,Third Owner,13078,141751
Yamaha XMAX,291333,2018,Marketplace,Third Owner,45682,407610
Yamaha XMAX,420056,2024,Private,First Owner,12116,360016
Honda BeAT Premium ISS/CBS,159147,2024,Marketplace,Third Owner,3508,536796
Kymco Skytown 150,384094,2020,Private,First Owner,33305,577031
Kymco Skytown 150,399908,2020,Marketplace,First Owner,42200,222155
Royal Enfield Shotgun 650,323430,2017,Marketplace,Third Owner,24088,53010
Yamaha Sniper 155,85013,2019,Dealer,Third Owner,36429,89829
Kymco Like S 150,387404,2023,Dealer,Third Owner,30239,63489
Honda PCX160 CBS,133869,2022,Marketplace,Second Owner,26666,331610
Honda CRF250L,246719,2017,Dealer,Third Owner,23619,447163
Yamaha YZF R15 155,101179,2023,Private,First Owner,31957,492136
Kawasaki Ninja 300,189159,2018,Dealer,Second Owner,44242,437719
Yamaha Sniper 155,344695,2020,Marketplace,First Owner,23620,69964
Kawasaki Ninja 300,152102,2024,Dealer,Third Owner,6466,206100
Yamaha YZF R15 155,338745,2019,Private,Third Owner,18455,477421
Royal Enfield Shotgun 650,389874,2018,Private,Third Owner,8038,454247
Royal Enfield Shotgun 650,79201,2018,Dealer,Third Owner,12833,271452
Yamaha XMAX,87250,2022,Marketplace,First Owner,13257,412910
Suzuki Burgman 125,343884,2017,Dealer,Third Owner,39133,55799
Suzuki Gixxer SF 155,89747,2020,Dealer,Third Owner,37221,301427
Honda PCX160 CBS,387744,2017,Marketplace,Second Owner,16095,213111
Honda PCX160 CBS,199848,2023,Marketplace,Third Owner,9961,575681
Yamaha Mio Aerox S,183989,2022,Dealer,Second Owner,19174,110413
Yamaha YZF R15 155,250808,2017,Marketplace,Second Owner,36905,539565
Kawasaki Ninja 300,454778,2021,Private,First Owner,37553,123346
Honda PCX160 CBS,486948,2017,Marketplace,Third Owner,4948,384253
Honda BeAT Premium ISS/CBS,193077,2018,Marketplace,Second Owner,39394,470501
Royal Enfield Shotgun 650,495219,2022,Dealer,Third Owner,18982,505218
Kymco Like S 150,459550,2018,Dealer,Third Owner,17933,175250
Royal Enfield Shotgun 650,145811,2021,Private,Second Owner,2486,165875
Royal Enfield Shotgun 650,451861,2019,Private,Second Owner,28596,251505
Kymco Like S 150,163675,2024,Private,Second Owner,11381,368093
Kawasaki Ninja 300,404378,2020,Dealer,Third Owner,26403,250179
Yamaha MT-03,336781,2024,Private,Second Owner,39366,90353
Suzuki Burgman 125,158824,2017,Dealer,Third Owner,39465,532738
Yamaha Mio Fazzio,331073,2021,Marketplace,First Owner,43560,79729
Yamaha XMAX,419962,2024,Dealer,Third Owner,3300,274205
Suzuki Gixxer SF 155,340928,2022,Marketplace,Second Owner,47904,215956
Suzuki Gixxer SF 155,469785,2018,Private,First Owner,15143,410393
Kawasaki Ninja 300,88094,2024,Private,First Owner,2543,451020
Suzuki Burgman 125,206746,2024,Dealer,Second Owner,18719,292962
Yamaha XMAX,51829,2024,Private,First Owner,20944,388710
Royal Enfield Shotgun 650,354580,2017,Private,Second Owner,47695,393866
Kymco Skytown 150,285446,2022,Private,First Owner,23747,598514
Yamaha MT-03,182988,2024,Private,Second Owner,33897,548342
Honda PCX160 CBS,45880,2022,Marketplace,First Owner,5430,452861
Suzuki Burgman 125,417681,2021,Dealer,Third Owner,49768,424093
Yamaha MT-03,150794,2023,Private,First Owner,20724,412149
Yamaha Mio Aerox S,250762,2019,Dealer,Second Owner,30278,423757
Yamaha Sniper 155,72324,2019,Private,Third Owner,38634,382664
Royal Enfield Shotgun 650,164942,2018,Dealer,Third Owner,8450,283126
Honda CRF250L,263831,2021,Marketplace,First Owner,7766,514542
Royal Enfield Shotgun 650,444568,2020,Marketplace,First Owner,25848,98972
Kymco Like S 150,233315,2018,Dealer,Second Owner,17370,238562
Yamaha YZF R15 155,473442,2022,Marketplace,Third Owner,11288,475634
Honda PCX160 CBS,422633,2017,Dealer,First Owner,4206,196660
Yamaha Mio Aerox S,104555,2017,Private,Second Owner,6621,445911
Kymco Skytown 150,157617,2019,Marketplace,Third Owner,3389,473655
Suzuki Gixxer SF 155,407825,2017,Private,First Owner,26664,312368
Yamaha MT-03,258068,2023,Marketplace,Second Owner,26285,378009
Honda PCX160 CBS,233989,2019,Dealer,Third Owner,22146,288802
Kymco Skytown 150,423051,2021,Marketplace,First Owner,30027,445440
Honda PCX160 CBS,207909,2023,Marketplace,Second Owner,47738,542042
Kymco Like S 150,66013,2022,Dealer,Second Owner,40690,468360
Yamaha YZF R15 155,371504,2023,Marketplace,First Owner,8206,145574
Honda BeAT Premium ISS/CBS,334233,2022,Marketplace,First Owner,26223,519092
Honda CRF250L,286862,2021,Private,Second Owner,14925,432705
Kawasaki Ninja 300,326782,2019,Dealer,Second Owner,14380,369315
Suzuki Burgman 125,480534,2019,Private,Second Owner,5000,148889
Suzuki Gixxer SF 155,130452,2022,Marketplace,First Owner,15402,372044
Yamaha Mio Aerox S,356466,2017,Marketplace,Second Owner,20804,332776
Yamaha MT-03,203717,2024,Private,First Owner,18352,195728
Suzuki Burgman 125,51764,2018,Marketplace,Third Owner,36271,230662
Yamaha XMAX,68583,2019,Marketplace,Third Owner,39340,399256
Yamaha MT-03,194217,2018,Private,First Owner,17781,298488
Kawasaki Ninja 300,448942,2021,Marketplace,Second Owner,11210,544096
Suzuki Burgman 125,443630,2023,Dealer,Third Owner,41037,118109
Royal Enfield Shotgun 650,400974,2022,Dealer,First Owner,39804,255918
Suzuki Gixxer SF 155,53818,2021,Private,Second Owner,29980,219557
Honda PCX160 CBS,114567,2019,Private,First Owner,23266,530774
Yamaha Mio Aerox S,195463,2019,Dealer,Third Owner,30080,469664
Yamaha YZF R15 155,46680,2017,Marketplace,Second Owner,14023,62690
Kymco Like S 150,394664,2021,Marketplace,Second Owner,43799,76956
Kawasaki Ninja 300,47697,2023,Private,Second Owner,40700,413456
Yamaha YZF R15 155,364336,2018,Dealer,Third Owner,18423,151460
Suzuki Gixxer SF 155,357122,2019,Marketplace,First Owner,25128,85305
Honda BeAT Premium ISS/CBS,456008,2017,Dealer,First Owner,45967,149380
Yamaha Sniper 155,320036,2018,Private,Second Owner,7079,557475
Yamaha MT-03,77649,2019,Marketplace,Third Owner,6630,202439
Yamaha Mio Aerox S,226236,2020,Dealer,First Owner,8863,328321
Yamaha XMAX,179991,2019,Dealer,Third Owner,23855,424141
